concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason,load_table_id,load_row_id
41898150,41892550,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42021044,42018914,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42003762,41995388,Is a,01/01/1970,31/12/2099,,concept_relationship,0
36304992,37062535,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41882684,41881529,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3026349,45876007,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42061122,42056379,Is a,01/01/1970,31/12/2099,,concept_relationship,0
40763495,45875995,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3040979,36206976,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37070234,37068934,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41987857,41973936,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37056194,40776013,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41991168,41985430,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41918085,41915667,Is a,01/01/1970,31/12/2099,,concept_relationship,0
1616791,45876005,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41972394,41971119,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37020816,45876005,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37060584,37072975,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41904159,41897181,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41906489,41902814,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42083310,42072843,Is a,01/01/1970,31/12/2099,,concept_relationship,0
1988351,45876213,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3024888,36208195,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41913373,41893344,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42018583,42005158,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41951268,41929713,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41967559,41965630,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37038370,37075391,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41888261,41881692,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42072612,42055543,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41956115,41930258,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42079855,42055536,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37061233,37034187,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37020101,45876016,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3001989,36208195,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37019793,45876126,Is a,01/01/1970,31/12/2099,,concept_relationship,0
40764870,45876126,Is a,01/01/1970,31/12/2099,,concept_relationship,0
40769528,37022912,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37038360,40772679,Is a,01/01/1970,31/12/2099,,concept_relationship,0
40766844,45876005,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41981889,41971291,Is a,01/01/1970,31/12/2099,,concept_relationship,0
36206076,44817683,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41924909,41921591,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41946600,41930470,Is a,01/01/1970,31/12/2099,,concept_relationship,0
1761987,1992623,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3008688,36206976,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41953079,41929844,Is a,01/01/1970,31/12/2099,,concept_relationship,0
40759746,45876002,Is a,01/01/1970,31/12/2099,,concept_relationship,0
36031899,36207527,Is a,01/01/1970,31/12/2099,,concept_relationship,0
40760516,45875999,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42062781,42054601,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41939544,41929684,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3010662,37026727,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42080850,42055447,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3025166,45876121,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3051562,45876057,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3018482,37037915,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3019661,45876016,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42037411,42035302,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3025501,45876005,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42081886,42056940,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42018148,42004854,Is a,01/01/1970,31/12/2099,,concept_relationship,0
40788607,40776139,Is a,01/01/1970,31/12/2099,,concept_relationship,0
21491949,36210656,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42529217,45876016,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37055594,40775950,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3025976,36208195,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42030001,42028836,Is a,01/01/1970,31/12/2099,,concept_relationship,0
1989476,36210656,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3017872,37036498,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37027466,37046114,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42035307,42034084,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3002250,45876002,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3038772,36208195,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37021413,37074483,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42055768,42046285,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3013836,45875996,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42002872,41987345,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42007345,42002373,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41908992,41893649,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37020542,36210656,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41939492,41929425,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41913238,41902030,Is a,01/01/1970,31/12/2099,,concept_relationship,0
40767915,45875977,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3964909,45875996,Is a,01/01/1970,31/12/2099,,concept_relationship,0
40770630,36210656,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3030621,45876016,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41971689,41960982,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41982382,41960648,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41948231,41930738,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37020445,37066850,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37026035,37040304,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41919982,41915592,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3033875,37042411,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42060516,42057280,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3039595,45876005,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3015839,45876005,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37030887,43534581,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3966047,45875996,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41972799,41971202,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42055028,42046298,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42017351,42004228,Is a,01/01/1970,31/12/2099,,concept_relationship,0
1003261,1029318,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42870551,45876034,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37049244,40782745,Is a,01/01/1970,31/12/2099,,concept_relationship,0
40761645,37031198,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41951707,41929715,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41896737,41892549,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37034803,40795843,Is a,01/01/1970,31/12/2099,,concept_relationship,0
42067675,42056556,Is a,01/01/1970,31/12/2099,,concept_relationship,0
40764494,45876126,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3046370,36208195,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41946907,41930906,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3017445,45876016,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41987341,41979648,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41971500,41960884,Is a,01/01/1970,31/12/2099,,concept_relationship,0
37042953,40772603,Is a,01/01/1970,31/12/2099,,concept_relationship,0
3021095,36206976,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41901683,41893825,Is a,01/01/1970,31/12/2099,,concept_relationship,0
1761642,36207527,Is a,01/01/1970,31/12/2099,,concept_relationship,0
41943243,41929389,Is a,01/01/1970,31/12/2099,,concept_relationship,0
