concept_id,concept_synonym_name,language_concept_id,load_table_id,load_row_id
42000564,上天草市,4181524,concept_synonym,0
42000591,上富田町,4181524,concept_synonym,0
42007692,上永谷町,4181524,concept_synonym,0
42007681,上福岡町,4181524,concept_synonym,0
42002017,下諏訪町,4181524,concept_synonym,0
42002380,与那原町,4181524,concept_synonym,0
42001335,中頓別町,4181524,concept_synonym,0
42000403,伊勢崎市,4181524,concept_synonym,0
42002304,八千代町,4181524,concept_synonym,0
42007478,八幡西区,4181524,concept_synonym,0
41999573,北佐久郡,4181524,concept_synonym,0
41999547,北秋田郡,4181524,concept_synonym,0
41999574,北設楽郡,4181524,concept_synonym,0
42002219,十和田市,4181524,concept_synonym,0
42001124,南大東村,4181524,concept_synonym,0
42001122,南房総市,4181524,concept_synonym,0
42001149,南相馬市,4181524,concept_synonym,0
42007584,原田団地,4181524,concept_synonym,0
42001304,名古屋市,4181524,concept_synonym,0
42004375,境木本町,4181524,concept_synonym,0
42006748,大字氷上,4181524,concept_synonym,0
41999318,大島支庁,4181524,concept_synonym,0
42007894,太田上町,4181524,concept_synonym,0
42009215,字上川東,4181524,concept_synonym,0
42009182,字下々所,4181524,concept_synonym,0
42009203,字堀ノ角,4181524,concept_synonym,0
42009195,字東新開,4181524,concept_synonym,0
42009261,字西新開,4181524,concept_synonym,0
42009214,字貝の口,4181524,concept_synonym,0
42001397,寝屋川市,4181524,concept_synonym,0
42001546,小千谷市,4181524,concept_synonym,0
42001680,小矢部市,4181524,concept_synonym,0
42001525,小笠原村,4181524,concept_synonym,0
42008033,屋島東町,4181524,concept_synonym,0
42000828,岸和田市,4181524,concept_synonym,0
42005740,御供所町,4181524,concept_synonym,0
42001959,志布志市,4181524,concept_synonym,0
42000219,日の出町,4181524,concept_synonym,0
42000168,東伊豆町,4181524,concept_synonym,0
41999410,東牟婁郡,4181524,concept_synonym,0
41999398,東筑摩郡,4181524,concept_synonym,0
42007599,東芹が谷,4181524,concept_synonym,0
42007877,桜鶴円町,4181524,concept_synonym,0
42005456,津島京町,4181524,concept_synonym,0
42002421,湯河原町,4181524,concept_synonym,0
42000376,猪名川町,4181524,concept_synonym,0
42007147,田布施町,4181524,concept_synonym,0
42002542,神田錦町,4181524,concept_synonym,0
42000433,糸魚川市,4181524,concept_synonym,0
42003767,西植田町,4181524,concept_synonym,0
42006930,西白河郡,4181524,concept_synonym,0
42006929,西置賜郡,4181524,concept_synonym,0
42006927,西諸県郡,4181524,concept_synonym,0
42002185,豊見城市,4181524,concept_synonym,0
42001497,野迫川村,4181524,concept_synonym,0
42002265,鶴ヶ島市,4181524,concept_synonym,0
42001713,龍ケ崎市,4181524,concept_synonym,0
42009107,中川中央2,4181524,concept_synonym,0
42008003,伏見1丁目,4181524,concept_synonym,0
42008951,前塩屋町1,4181524,concept_synonym,0
42011092,取上3丁目,4181524,concept_synonym,0
42009161,土器町東9,4181524,concept_synonym,0
42009082,土器町西3,4181524,concept_synonym,0
42009145,土器町西6,4181524,concept_synonym,0
42009153,土器町西8,4181524,concept_synonym,0
42011130,城南2丁目,4181524,concept_synonym,0
42011136,城東2丁目,4181524,concept_synonym,0
42011150,城西3丁目,4181524,concept_synonym,0
42011171,大町1丁目,4181524,concept_synonym,0
42011224,大開2丁目,4181524,concept_synonym,0
42011225,大開3丁目,4181524,concept_synonym,0
42011378,安原2丁目,4181524,concept_synonym,0
42011453,宮園3丁目,4181524,concept_synonym,0
42009051,富士見町2,4181524,concept_synonym,0
42011732,川先1丁目,4181524,concept_synonym,0
42011733,川先2丁目,4181524,concept_synonym,0
42012614,末広4丁目,4181524,concept_synonym,0
42012887,栄通6丁目,4181524,concept_synonym,0
42012905,樹木3丁目,4181524,concept_synonym,0
42008927,津島新野1,4181524,concept_synonym,0
42008991,津島福居2,4181524,concept_synonym,0
42012987,清原2丁目,4181524,concept_synonym,0
42013122,田町3丁目,4181524,concept_synonym,0
42013133,界川3丁目,4181524,concept_synonym,0
42013370,神田1丁目,4181524,concept_synonym,0
42013371,神田2丁目,4181524,concept_synonym,0
42013372,神田3丁目,4181524,concept_synonym,0
42013363,福井2丁目,4181524,concept_synonym,0
42013364,福井3丁目,4181524,concept_synonym,0
42014218,野田2丁目,4181524,concept_synonym,0
42014267,青山4丁目,4181524,concept_synonym,0
42014247,館野2丁目,4181524,concept_synonym,0
42009268,駅西本町2,4181524,concept_synonym,0
42012873,栄通13丁目,4181524,concept_synonym,0
42005166,サンポート,4181524,concept_synonym,0
42000577,上小阿仁村,4181524,concept_synonym,0
42007443,下笠居地区,4181524,concept_synonym,0
42006956,会津美里町,4181524,concept_synonym,0
42007343,保土ヶ谷区,4181524,concept_synonym,0
42000786,吉備中央町,4181524,concept_synonym,0
42002341,大和高田市,4181524,concept_synonym,0
42001644,大崎上島町,4181524,concept_synonym,0
42007247,宇治田原町,4181524,concept_synonym,0
42000251,常陸大宮市,4181524,concept_synonym,0
41999313,根室振興局,4181524,concept_synonym,0
42007957,神在川窪町,4181524,concept_synonym,0
42006849,神田和泉町,4181524,concept_synonym,0
42006848,神田岩本町,4181524,concept_synonym,0
42007116,神田神保町,4181524,concept_synonym,0
42007748,香南町吉光,4181524,concept_synonym,0
42007650,香川町大野,4181524,concept_synonym,0
42008703,中ノ沢6丁目,4181524,concept_synonym,0
42004995,八幡町1丁目,4181524,concept_synonym,0
42005002,八幡町3丁目,4181524,concept_synonym,0
42010298,北ノ沢7丁目,4181524,concept_synonym,0
42011081,原ケ平1丁目,4181524,concept_synonym,0
42011145,城東北1丁目,4181524,concept_synonym,0
42011146,城東北2丁目,4181524,concept_synonym,0
42011538,小比内4丁目,4181524,concept_synonym,0
42012145,撫牛子1丁目,4181524,concept_synonym,0
42012447,早稲田3丁目,4181524,concept_synonym,0
42012668,本通5丁目南,4181524,concept_synonym,0
42012711,東城北3丁目,4181524,concept_synonym,0
42012856,松ヶ枝1丁目,4181524,concept_synonym,0
42012892,桔梗野2丁目,4181524,concept_synonym,0
42012894,桔梗野4丁目,4181524,concept_synonym,0
42012895,桔梗野5丁目,4181524,concept_synonym,0
42012899,桜ケ丘4丁目,4181524,concept_synonym,0
42012901,樋の口1丁目,4181524,concept_synonym,0
42012902,樋の口2丁目,4181524,concept_synonym,0
42012911,水車町4丁目,4181524,concept_synonym,0
42012912,水車町5丁目,4181524,concept_synonym,0
42013360,石山東7丁目,4181524,concept_synonym,0
42007855,神田小川町1,4181524,concept_synonym,0
42003193,神田鍛冶町3,4181524,concept_synonym,0
42013668,苗穂町7丁目,4181524,concept_synonym,0
42013862,西城北1丁目,4181524,concept_synonym,0
42013938,西町北2丁目,4181524,concept_synonym,0
42013963,西町南3丁目,4181524,concept_synonym,0
42014328,麻生町7丁目,4181524,concept_synonym,0
42009329,中央1条3丁目,4181524,concept_synonym,0
42009246,中央2条4丁目,4181524,concept_synonym,0
42009252,中央2条6丁目,4181524,concept_synonym,0
42008753,中沼2条2丁目,4181524,concept_synonym,0
42008769,中沼4条1丁目,4181524,concept_synonym,0
42003937,伏古4条3丁目,4181524,concept_synonym,0
42004350,伏古9条1丁目,4181524,concept_synonym,0
42003154,北1条西3丁目,4181524,concept_synonym,0
42003234,北1条西7丁目,4181524,concept_synonym,0
42003237,北1条西9丁目,4181524,concept_synonym,0
42009789,北3条東8丁目,4181524,concept_synonym,0
42009819,北3条西8丁目,4181524,concept_synonym,0
42010059,北5条東1丁目,4181524,concept_synonym,0
42010091,北5条西6丁目,4181524,concept_synonym,0
42010093,北5条西8丁目,4181524,concept_synonym,0
42010137,北6条西8丁目,4181524,concept_synonym,0
42010179,北7条西4丁目,4181524,concept_synonym,0
42010182,北7条西7丁目,4181524,concept_synonym,0
42010183,北7条西8丁目,4181524,concept_synonym,0
42010204,北8条西1丁目,4181524,concept_synonym,0
42010229,北8条西9丁目,4181524,concept_synonym,0
42010309,北郷1条3丁目,4181524,concept_synonym,0
42010311,北郷1条5丁目,4181524,concept_synonym,0
42010312,北郷1条6丁目,4181524,concept_synonym,0
42010313,北郷1条7丁目,4181524,concept_synonym,0
42010300,北郷2条3丁目,4181524,concept_synonym,0
42010334,北郷3条2丁目,4181524,concept_synonym,0
42010336,北郷3条4丁目,4181524,concept_synonym,0
42010337,北郷3条5丁目,4181524,concept_synonym,0
42010349,北郷4条3丁目,4181524,concept_synonym,0
42010383,北郷9条7丁目,4181524,concept_synonym,0
42010682,南2条東4丁目,4181524,concept_synonym,0
42010709,南2条西7丁目,4181524,concept_synonym,0
42010745,南3条東3丁目,4181524,concept_synonym,0
42010746,南3条東4丁目,4181524,concept_synonym,0
